paper_id,title,year,authors,venue,doi,url,publisher,source,cluster_id,cluster_label
oa:W4414100646,Natural Language Processing for Cybersecurity: Automating Threat Report Analysis,2022,Ehimah Obuse; Noah Ayanbode; Emmanuel Cadet; Edima David Etim; Iboro Akpan Essien,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2022.3.4.708-723,https://openalex.org/W4414100646,Other,openalex,0,Unclassified (inspect top terms)
oa:W4307812662,Threat-Based Simulation of Data Exfiltration Toward Mitigating Multiple Ransomware Extortions,2022,Michael Mundt; Harald Baier,Digital Threats Research and Practice,10.1145/3568993,https://openalex.org/W4307812662,ACM,openalex,0,Unclassified (inspect top terms)
s2:594fa908f70fbbe2c2013a5574332764541aede9,Cybersecurity Auditing in the Digital Age: A Review of Methodologies and Regulatory Implications,2022,Oluwatosin Ilori; Comfort Iyabode Lawal; Solomon Christopher Friday; Ngozi Joan Isibor; Ezinne C. Chukwuma- Eke,Journal of Frontiers in Multidisciplinary Research,10.54660/.ijfmr.2022.3.1.174-187,https://www.semanticscholar.org/paper/594fa908f70fbbe2c2013a5574332764541aede9,Other,semantic_scholar,0,Unclassified (inspect top terms)
oa:W4225658247,TriCTI: an actionable cyber threat intelligence discovery system via trigger-enhanced neural network,2022,Jian Liu; Junjie Yan; Jun Jiang; Yitong He; Xuren Wang; Zhengwei Jiang; Peian Yang; Ning Li,Cybersecurity,10.1186/s42400-022-00110-3,https://openalex.org/W4225658247,Other,openalex,6,Unclassified (inspect top terms)
s2:f011b9d21de16783e6ec363851c52c0a86c14876,"Advanced Persistent Threats and Nigeria’s Critical Infrastructure: Assessing Vulnerabilities, Attack Patterns, and National Security Implications December 2022",2022,Joseph Dzomon,International Journal of Frontiers in Science and Technology Research,10.53294/ijfstr.2022.3.2.0061,https://www.semanticscholar.org/paper/f011b9d21de16783e6ec363851c52c0a86c14876,Other,semantic_scholar,0,Unclassified (inspect top terms)
oa:W4292595621,Analysis of Models and Techniques Used for Attribution of Cyber Security Violators in the Implementation of Targeted Attacks,2022,Igor Kotenko; Semyon Khmyrov,Voprosy kiberbezopasnosti,10.21681/2311-3456-2022-4-52-79,https://openalex.org/W4292595621,Other,openalex,0,Unclassified (inspect top terms)
oa:W4312747208,Threat Actors’ Tenacity to Disrupt: Examination of Major Cybersecurity Incidents,2022,Olufunsho I. Falowo; Saheed Popoola; Josette Riep; Victor Adewopo; Jacob Koch,IEEE Access,10.1109/access.2022.3231847,https://openalex.org/W4312747208,IEEE,openalex,0,Unclassified (inspect top terms)
s2:3a4d8c24dc2d73374a73f228219909edfd958407,The Problem of Identifying the Source (Atribution) of Cyberattacks – An International Security Factor,2022,A. Markov; N. Romashkina,World Economy and International Relations,10.20542/0131-2227-2022-66-12-58-68,https://www.semanticscholar.org/paper/3a4d8c24dc2d73374a73f228219909edfd958407,Other,semantic_scholar,2,Unclassified (inspect top terms)
oa:W4309797028,Cyber risk management for autonomous passenger ships using threat-informed defense-in-depth,2022,Ahmed Amro; Vasileios Gkioulos,International Journal of Information Security,10.1007/s10207-022-00638-y,https://openalex.org/W4309797028,Springer,openalex,0,Unclassified (inspect top terms)
oa:W4413844227,"Optimizing Cyber Risk Governance Using Global Frameworks: ISO, NIST, and COBIT Alignment",2022,Iboro Akpan Essien; Emmanuel Cadet; Joshua Oluwagbenga Ajayi; Eseoghene Daniel Erigh; Ehimah Obuse; Noah Ayanbode; Lawal Abdulmutalib Babatunde,Journal of Frontiers in Multidisciplinary Research,10.54660/.jfmr.2022.3.1.618-629,https://openalex.org/W4413844227,Other,openalex,0,Unclassified (inspect top terms)
s2:7e87fa26e37b87268804d90bc18e1480d01c2f5a,Memory Forensics-Based Malware Detection Using Computer Vision and Machine Learning,2022,Syed Shakir Hameed Shah; A. R. Ahmad; N. Jamil; Atta ur Rehman Khan,Electronics,10.3390/electronics11162579,https://www.semanticscholar.org/paper/7e87fa26e37b87268804d90bc18e1480d01c2f5a,MDPI,semantic_scholar,0,Unclassified (inspect top terms)
oa:W4404210442,"Integrating Artificial Intelligence, machine learning, and data analytics in cybersecurity: A holistic approach to advanced threat detection and response",2023,A. Raji; Abiola O. Olawore; Adeyinka Ayodeji Mustapha; J. Joseph,World Journal of Advanced Research and Reviews,10.30574/wjarr.2023.20.3.2741,https://openalex.org/W4404210442,Other,openalex,0,Unclassified (inspect top terms)
s2:9ca9af8e24f77a2fd1996886d0a4183edb102a12,"Integrating Artificial Intelligence, machine learning, and data analytics in cybersecurity: A holistic approach to advanced threat detection and response",2023,Adeola N. Raji; Abiola O. Olawore; A. Ayodeji; Jennifer E Joseph,World Journal of Advanced Research and Reviews,10.30574/wjarr.2024.24.2.3197,https://www.semanticscholar.org/paper/9ca9af8e24f77a2fd1996886d0a4183edb102a12,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:862f671f088cbd59b0d88e11d6837501880d15db,Cybersecurity and Network Engineering: Bridging the Gap for Optimal Protection,2023,Srikanth Bellamkonda,International Journal of Innovative Research in Science Engineering and Technology,10.15680/ijirset.2023.1204007,https://www.semanticscholar.org/paper/862f671f088cbd59b0d88e11d6837501880d15db,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:0d7db73cd42447c8e687e7dc3100e92f7e4c51b6,Strengthening cyber resilience in financial institutions: A strategic approach to threat mitigation and risk management,2023,T. Oladele; Tope Oladele Jooda; Adeyemo Taiwo Samson; Adeyemi Adewunmi Olalemi,World Journal of Advanced Research and Reviews,10.30574/wjarr.2023.20.3.2460,https://www.semanticscholar.org/paper/0d7db73cd42447c8e687e7dc3100e92f7e4c51b6,Other,semantic_scholar,0,Unclassified (inspect top terms)
oa:W4380049680,Secure Preschool Education Using Machine Learning and Metaverse Technologies,2023,Qifen Zhang,Applied Artificial Intelligence,10.1080/08839514.2023.2222496,https://openalex.org/W4380049680,Taylor & Francis,openalex,0,Unclassified (inspect top terms)
oa:W4390168184,CYBERSECURITY RISK ASSESSMENT IN BANKING: METHODOLOGIES AND BEST PRACTICES,2023,Samuel Onimisi Dawodu; Adedolapo Omotosho; Odunayo Josephine Akindote; Abimbola Oluwatoyin Adegbite; Sarah Kuzankah Ewuga,Computer Science & IT Research Journal,10.51594/csitrj.v4i3.659,https://openalex.org/W4390168184,Other,openalex,0,Unclassified (inspect top terms)
s2:4cc23e6eb9e84fb9bcb73848c78438a05cc7febc,Apprentissage automatique non supervisé pour la détection de trafics illégitimes. (Unsupervised machine learning for illegitimate traffic detection),2023,Thi Quynh Nguyen,,10.70675/24c12964zc3a5z400ezb6aaz31313e070227,https://www.semanticscholar.org/paper/4cc23e6eb9e84fb9bcb73848c78438a05cc7febc,Other,semantic_scholar,4,Unclassified (inspect top terms)
oa:W4321506460,The Impact of Artificial Intelligence on Workers’ Skills: Upskilling and Reskilling in Organisations,2023,Sofia Morandini; Federico Fraboni; Marco De Angelis; Gabriele Puzzo; Davide Giusino; Luca Pietrantoni,Informing Science The International Journal of an Emerging Transdiscipline,10.28945/5078,https://openalex.org/W4321506460,Other,openalex,0,Unclassified (inspect top terms)
s2:aadae232b0dd884f9a2aea90a42748bd168638d6,Accelerant Facilitation for an Adaptive Weighting-Based Multi-Index Assessment of Cyber Physical Power Systems,2023,Steve Chan; P. Nopphawan,2023 IEEE 3rd International Conference in Power Engineering Applications (ICPEA),10.1109/ICPEA56918.2023.10093212,https://www.semanticscholar.org/paper/aadae232b0dd884f9a2aea90a42748bd168638d6,IEEE,semantic_scholar,0,Unclassified (inspect top terms)
s2:f54a3995ab31fb04512bc2b1fd9efc6cfb33834b,"A Taxonomic Classification of Insider Threats: Existing Techniques, Future Directions & Recommendations",2023,Usman Rauf; Fadi Mohsen; Zhiyuan Wei,Journal of Cyber Security and Mobility,10.13052/jcsm2245-1439.1225,https://www.semanticscholar.org/paper/f54a3995ab31fb04512bc2b1fd9efc6cfb33834b,Other,semantic_scholar,6,Unclassified (inspect top terms)
s2:b11e2a7bb6aee969a4920bff181ab558b6cc6015,Generating Synthetic Tabular Data for DDoS Detection Using Generative Models,2023,Samed Saka; Ali Al-Ataby; Valerio Selis,"International Conference on Trust, Security and Privacy in Computing and Communications",10.1109/TrustCom60117.2023.00196,https://www.semanticscholar.org/paper/b11e2a7bb6aee969a4920bff181ab558b6cc6015,IEEE,semantic_scholar,1,Unclassified (inspect top terms)
s2:ce2b6a82fde30f4670d100d61ecd082e27cd1d12,Central Medical Centre Healthcare Data Security with Lightweight Blockchain Model in IoT Sensor Environment,2023,T. Bhaskar; M.N. Narsaiah; M. Ravikanth,"Journal of Sensors, IoT &amp; Health Sciences",10.69996/jsihs.2023002,https://www.semanticscholar.org/paper/ce2b6a82fde30f4670d100d61ecd082e27cd1d12,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:e1ca851fb51fccc8fc912771f881174e23844ec5,A Systematic Literature Review and a Conceptual Framework Proposition for Advanced Persistent Threats (APT) Detection for Mobile Devices Using Artificial Intelligence Techniques,2023,Amjed Ahmed Al-Kadhimi; M. Singh; M. Khalid,Applied Sciences,10.3390/app13148056,https://www.semanticscholar.org/paper/e1ca851fb51fccc8fc912771f881174e23844ec5,MDPI,semantic_scholar,0,Unclassified (inspect top terms)
s2:4399fd9125bab4991ab0c5f8563c09595f5f0052,"A Conceptual Framework for Financial Network Resilience Integrating Cybersecurity, Risk Management, and Digital Infrastructure Stability",2023,Nnennaya Halliday,International Journal of Advanced Multidisciplinary Research and Studies,10.62225/2583049x.2023.3.2.4887,https://www.semanticscholar.org/paper/4399fd9125bab4991ab0c5f8563c09595f5f0052,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:b90fa69eea7766715e5f2efea7eae7f9d1262653,A Cyber Counterintelligence Competence Framework: Developing the Job Roles,2023,Thenjiwe Sithole; J. D. Toit; S. V. Solms,European Conference on Cyber Warfare and Security,10.34190/eccws.22.1.1093,https://www.semanticscholar.org/paper/b90fa69eea7766715e5f2efea7eae7f9d1262653,Other,semantic_scholar,1,Unclassified (inspect top terms)
s2:303704310acf983f4e83292e64377512cbe36c09,Sociological study of cyber threats as an integrated part of the general data protection regulation,2023,M. Muqsith; V. Muzykant; R. R. Pratomo,RUDN journal of Sociology,10.22363/2313-2272-2023-23-4-851-865,https://www.semanticscholar.org/paper/303704310acf983f4e83292e64377512cbe36c09,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:bd32b00178ede62383e57e68a69b079df1759681,A Multi-Model Proposal for Classification and Detection of DDoS Attacks on SCADA Systems,2023,Esra Söğüt; O. A. Erdem,Applied Sciences,10.3390/app13105993,https://www.semanticscholar.org/paper/bd32b00178ede62383e57e68a69b079df1759681,MDPI,semantic_scholar,2,Unclassified (inspect top terms)
oa:W4400969559,Cybersecurity Trends in the European Union: Regulatory Mercantilism and the Digitalisation of Geopolitics,2024,Helena Carrapico; Benjamin Farrand,JCMS Journal of Common Market Studies,10.1111/jcms.13654,https://openalex.org/W4400969559,Other,openalex,0,Unclassified (inspect top terms)
s2:8ce3fbcf131da8c1c67a308964731ac1ba0f6158,From Data to Defense: How Ontology Fuels AI in Cyber Threat Detection,2024,Sheetal Dash; H. Seker; Maryam Shahpasand,International Conference on Advances in Artificial Intelligence,10.1145/3704137.3704176,https://www.semanticscholar.org/paper/8ce3fbcf131da8c1c67a308964731ac1ba0f6158,ACM,semantic_scholar,0,Unclassified (inspect top terms)
s2:6c04d8fb9a8eb7e902a1885cd4985374bfdcee1b,"Risk Management in it Program Management: Balancing Cybersecurity, AI Integration and Infrastructure Stability",2024,Kumar Saurabh,International Journal of Advance Industrial Engineering,10.14741/ijaie/v.12.1.1,https://www.semanticscholar.org/paper/6c04d8fb9a8eb7e902a1885cd4985374bfdcee1b,Other,semantic_scholar,0,Unclassified (inspect top terms)
oa:W4396629463,Multi-Stage Network Attack Detection Algorithm Based on Gaussian Mixture Hidden Markov Model and Transfer Learning,2024,Qian Wang; W.K. Wang; Yan Wang; Jiadong Ren; Bing Zhang,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2024.3395355,https://openalex.org/W4396629463,IEEE,openalex,2,Unclassified (inspect top terms)
s2:5c979453c027cba5c2b66979178951a46e7fae25,Analisis Kinerja Intrusion Detection System Berbasis Algoritma Random Forest Menggunakan Dataset Unbalanced Honeynet BSSN,2024,Kuni Inayah; K. Ramli,Jurnal Teknologi Informasi dan Ilmu Komputer,10.25126/jtiik.1148911,https://www.semanticscholar.org/paper/5c979453c027cba5c2b66979178951a46e7fae25,Other,semantic_scholar,3,Unclassified (inspect top terms)
s2:af3ae7336af88459da428c5c7f447cbda0457478,ADVANCEMENTS IN SMART AND ENERGY-EFFICIENT HVAC SYSTEMS: A PRISMA-BASED SYSTEMATIC REVIEW,2024,Mohammad Shahadat Hossain Sikdar; Md Shahadat Hossain; Saleh Mohammad Mobin; Adar Chowdhury; Sharif Md Yousuf Bhuiyan,American Journal of Scholarly Research and Innovation,10.63125/ts16bd22,https://www.semanticscholar.org/paper/af3ae7336af88459da428c5c7f447cbda0457478,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:4000b5793be0f0ecf1a438945c57cdd5b86e9e94,LOW-SPEED HTTP DDOS ATTACK PREVENTION MODEL FOR END USERS,2024,Petro Ponochovny,"Cybersecurity: Education, Science, Technique",10.28925/2663-4023.2024.26.695,https://www.semanticscholar.org/paper/4000b5793be0f0ecf1a438945c57cdd5b86e9e94,Other,semantic_scholar,2,Unclassified (inspect top terms)
s2:988b554e9a36625d9c605894b90b8e010da01e9d,Framework for Mitigating Phishing E-mail in the Kenyan Banking Industry Using Artificial Intelligence (AI),2024,Asiema Mwavali,International journal of technology and systems,10.47604/ijts.2781,https://www.semanticscholar.org/paper/988b554e9a36625d9c605894b90b8e010da01e9d,Other,semantic_scholar,0,Unclassified (inspect top terms)
oa:W4399192732,The role of big data in detecting and preventing financial fraud in digital transactions,2024,Ezekiel Onyekachukwu Udeh; Prisca Amajuoyi; Kudirat Bukola Adeusi; Anwulika Ogechukwu Scott,World Journal of Advanced Research and Reviews,10.30574/wjarr.2024.22.2.1575,https://openalex.org/W4399192732,Other,openalex,0,Unclassified (inspect top terms)
s2:9f6e1bb0e86693a64c83fe205f5354ad62ccda2a,An Incident Management System Design to Protect Critical Infrastructures from Cyber Attacks,2024,Uğur Gürtürk; Zeynep Gürkaş Aydın,Journal of Mathematical Sciences and Modelling,10.33187/jmsm.1484997,https://www.semanticscholar.org/paper/9f6e1bb0e86693a64c83fe205f5354ad62ccda2a,Other,semantic_scholar,2,Unclassified (inspect top terms)
s2:b5de16c97c7505f0844bbcce9d202a733b1482ef,Junctionless negative capacitance FinFET-based dielectric modulated biosensor with strain silicon integration at different FE thickness,2024,N. Gandhi; P. N. Kondekar,Journal of Physics D: Applied Physics,10.1088/1361-6463/ada2f8,https://www.semanticscholar.org/paper/b5de16c97c7505f0844bbcce9d202a733b1482ef,Other,semantic_scholar,4,Unclassified (inspect top terms)
s2:275803ee77199d20f6d4fd8dfc01c436a9ec7c71,Cybercrimes: An Emerging Category of Offenses within the Frame of the International Criminal Court Jurisdiction,2024,Clara Pettoello-Mantovani,International Journal of Law and Politics Studies,10.32996/ijlps.2024.6.2.2,https://www.semanticscholar.org/paper/275803ee77199d20f6d4fd8dfc01c436a9ec7c71,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:6cb36fb395444697e84a65e06228b1c440156814,Network Intrusion Detection System Using Optuna,2024,Nishank Parekh; Arzob Sen; P. Rajasekaran; J. D. D. Jayaseeli; P. Robert,2024 International Conference on IoT Based Control Networks and Intelligent Systems (ICICNIS),10.1109/ICICNIS64247.2024.10823298,https://www.semanticscholar.org/paper/6cb36fb395444697e84a65e06228b1c440156814,IEEE,semantic_scholar,0,Unclassified (inspect top terms)
oa:W4404843334,AI-Driven Solutions for Safeguarding Healthcare Data: Innovations in Cybersecurity,2024,Sabira Arefin; Mia Simcox,International Business Research,10.5539/ibr.v17n6p74,https://openalex.org/W4404843334,Other,openalex,2,Unclassified (inspect top terms)
s2:18aa2f71252e3e3d08d142f97d57842776fbe3e9,"Enterprise Cybersecurity Trends and Threat Evolution, Advances and Emerging Research Directions",2024,P. Okoruwa; Oladapo Fadayomi; Toyosi O Abolaji; Joseph Edivri; Jolly I Ogbole; Bisola Akeju,Global Multidisciplinary Perspectives Journal,10.54660/gmpj.2024.1.6.194-204,https://www.semanticscholar.org/paper/18aa2f71252e3e3d08d142f97d57842776fbe3e9,Other,semantic_scholar,2,Unclassified (inspect top terms)
oa:W4391321540,AI-Driven Cloud Security: Examining the Impact of User Behavior Analysis on Threat Detection,2024,Samuel Oladiipo Olabanji; Yewande Alice Marquis; Chinasa Susan Adigwe; Samson Abidemi Ajayi; Tunbosun Oyewale Oladoyinbo; Oluwaseun Oladeji Olaniyi,Asian Journal of Research in Computer Science,10.9734/ajrcos/2024/v17i3424,https://openalex.org/W4391321540,Other,openalex,2,Unclassified (inspect top terms)
s2:567ff0d29f691f8295f484196fb6ec8dad8126e2,CYBER WARFARE AND INTERNATIONAL CRIMINAL LAW: STATE RESPONSIBILITY FOR CYBER ATTACKS,2024,Abdulmecit Nuredin; Tevfík Can İnan,Congress Proceedings,10.55843/isc2024conf189n,https://www.semanticscholar.org/paper/567ff0d29f691f8295f484196fb6ec8dad8126e2,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:bbed5027862994e90c7d6f51c91df71b4c8efc01,Harnessing Artificial Intelligence to Strengthen Intrusion Detection in Modern Network System,2025,Kamal Mohammed Najeeb Shaik,International Journal of Scientific Research and Management,10.18535/ijsrm/v13i07.ec05,https://www.semanticscholar.org/paper/bbed5027862994e90c7d6f51c91df71b4c8efc01,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:410caa1f9d961bfaae820bb1e284687d83b1f25f,Cyber Risk Assessment Model for Predicting and Preventing Attacks on Smart Power Grids Using Machine Learning,2025,Julius Nani Gadah; Justine Chilenovu Ogborigbo; A. Obi,World Journal of Advanced Engineering Technology and Sciences,10.30574/wjaets.2025.14.2.0065,https://www.semanticscholar.org/paper/410caa1f9d961bfaae820bb1e284687d83b1f25f,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:1c79b1dfe669d32aaa70a96c95b6a8d3c9d55d99,"Machine Learning for Cybersecurity: Web Attack Detection (Brute Force, XSS, SQL Injection)",2025,Muhammad Irfa’issurur; B. Josaphat,InPrime Indonesian Journal of Pure and Applied Mathematics,10.15408/inprime.v7i1.41025,https://www.semanticscholar.org/paper/1c79b1dfe669d32aaa70a96c95b6a8d3c9d55d99,Other,semantic_scholar,3,Unclassified (inspect top terms)
